Handle,Title,Namespace,Key,Type,Value,Source Field,Import Notes
moringa,Moringa,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
moringa,Moringa,custom,faqs,json,"[{""q"":""What is Moringa?"",""a"":""Moringa is a Morganics herbs product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Moringa?"",""a"":""Use in tea, cooking, infusions or traditional preparations in small sensible amounts.""},{""q"":""How should I store Moringa?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Moringa a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
moringa,Moringa,custom,keywords,multi_line_text_field,"Moringa, مورنگا, Morganics Moringa, Moringa Pakistan, buy Moringa online, Moringa price in Pakistan, Herbs, Honey, Ajwain, Elaichi Sabz, Gur",keywords,
moringa,Moringa,custom,pairing_ideas,list.single_line_text_field,"[""Honey"",""Ajwain"",""Elaichi Sabz"",""Gur""]",pairingIdeas,
moringa,Moringa,custom,source_id,single_line_text_field,moringa,id,
moringa,Moringa,custom,source_sku,single_line_text_field,MOR-100,sku,
satawar,Satawar,custom,urdu_name,single_line_text_field,ستاور,urduName/urduTitle,
satawar,Satawar,custom,short_description,multi_line_text_field,"Satawar is a Morganics botanicals item for traditional pantry routines, guided wellness use and specialist ingredient needs, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
satawar,Satawar,custom,use_cases,list.single_line_text_field,"[""Traditional pantry routine"",""Guided wellness use"",""Specialist ingredient needs""]",useCases,
satawar,Satawar,custom,benefits,list.single_line_text_field,"[""Heritage use"",""Careful selection"",""Clear precaution guidance""]",benefits,
satawar,Satawar,custom,usage,multi_line_text_field,"Use only with careful guidance. Avoid casual high-dose use and consult a qualified professional where health status, medicines, pregnancy, nursing or allergies are relevant.",usage,
satawar,Satawar,custom,precautions,multi_line_text_field,"Use botanicals with professional guidance if pregnant, nursing, medicated, allergic or managing a health condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
satawar,Satawar,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
satawar,Satawar,custom,faqs,json,"[{""q"":""What is Satawar?"",""a"":""Satawar is a Morganics botanicals product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Satawar?"",""a"":""Use only with careful guidance. Avoid casual high-dose use and consult a qualified professional where health status, medicines, pregnancy, nursing or allergies are relevant.""},{""q"":""How should I store Satawar?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Satawar a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
satawar,Satawar,custom,keywords,multi_line_text_field,"Satawar, ستاور, Morganics Satawar, Satawar Pakistan, buy Satawar online, Satawar price in Pakistan, Botanicals, Honey, Elaichi Sabz, Daliya Oats, consult-guided products",keywords,
satawar,Satawar,custom,pairing_ideas,list.single_line_text_field,"[""Honey"",""Elaichi Sabz"",""Daliya Oats"",""consult-guided products""]",pairingIdeas,
satawar,Satawar,custom,source_id,single_line_text_field,satawar,id,
satawar,Satawar,custom,source_sku,single_line_text_field,SAT-100,sku,
fruit-salt,Fruit Salt,custom,urdu_name,single_line_text_field,فروٹ سالٹ,urduName/urduTitle,
fruit-salt,Fruit Salt,custom,short_description,multi_line_text_field,"Fruit Salt is a Morganics natural sweeteners item for tea, breakfast, desserts, cooking and family pantry restocking, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
fruit-salt,Fruit Salt,custom,use_cases,list.single_line_text_field,"[""Tea"",""Breakfast"",""Desserts"",""Cooking"",""Family pantry restocking""]",useCases,
fruit-salt,Fruit Salt,custom,benefits,list.single_line_text_field,"[""Natural sweetness"",""Kitchen practicality"",""Familiar Pakistani taste""]",benefits,
fruit-salt,Fruit Salt,custom,usage,multi_line_text_field,"Use in tea, milk, desserts, breakfast, baking or everyday kitchen recipes as preferred.",usage,
fruit-salt,Fruit Salt,custom,precautions,multi_line_text_field,"Natural sweeteners are still sweet foods; use according to your dietary needs. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
fruit-salt,Fruit Salt,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
fruit-salt,Fruit Salt,custom,faqs,json,"[{""q"":""What is Fruit Salt?"",""a"":""Fruit Salt is a Morganics natural sweeteners product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Fruit Salt?"",""a"":""Use in tea, milk, desserts, breakfast, baking or everyday kitchen recipes as preferred.""},{""q"":""How should I store Fruit Salt?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Fruit Salt a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
fruit-salt,Fruit Salt,custom,keywords,multi_line_text_field,"Fruit Salt, فروٹ سالٹ, Morganics Fruit Salt, Fruit Salt Pakistan, buy Fruit Salt online, Fruit Salt price in Pakistan, Natural Sweeteners, Daliya Oats, Chia Seeds, Herbal teas, Dry fruits",keywords,
fruit-salt,Fruit Salt,custom,pairing_ideas,list.single_line_text_field,"[""Daliya Oats"",""Chia Seeds"",""Herbal teas"",""Dry fruits""]",pairingIdeas,
fruit-salt,Fruit Salt,custom,source_id,single_line_text_field,fruit-salt,id,
fruit-salt,Fruit Salt,custom,source_sku,single_line_text_field,FRS-100,sku,
til-black,Til Black,custom,urdu_name,single_line_text_field,کالا تل,urduName/urduTitle,
til-black,Til Black,custom,urdu_title,single_line_text_field,کالا تل,urduTitle,
til-black,Til Black,custom,short_description,multi_line_text_field,"Til Black is a Morganics seeds item for breakfast bowls, soaked drinks, salads, baking and clean snack portions, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
til-black,Til Black,custom,use_cases,list.single_line_text_field,"[""Breakfast bowls"",""Soaked drinks"",""Salads"",""Baking"",""Clean snack portions""]",useCases,
til-black,Til Black,custom,benefits,list.single_line_text_field,"[""Small-format pantry convenience"",""Topping use"",""Modern wellness routine""]",benefits,
til-black,Til Black,custom,usage,multi_line_text_field,"Sprinkle on bowls or salads, mix into yogurt or smoothies, or soak where the product is commonly used that way.",usage,
til-black,Til Black,custom,precautions,multi_line_text_field,"Use moderate portions and drink enough water when using fiber-rich seeds. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
til-black,Til Black,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
til-black,Til Black,custom,faqs,json,"[{""q"":""What is Til Black?"",""a"":""Til Black is a Morganics seeds product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Til Black?"",""a"":""Sprinkle on bowls or salads, mix into yogurt or smoothies, or soak where the product is commonly used that way.""},{""q"":""How should I store Til Black?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Til Black a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
til-black,Til Black,custom,keywords,multi_line_text_field,"Til Black, کالا تل, Morganics Til Black, Til Black Pakistan, buy Til Black online, Til Black price in Pakistan, Seeds, Honey, Daliya Oats, Dried Fruits, Quinoa",keywords,
til-black,Til Black,custom,aliases,list.single_line_text_field,"[""Til Black"",""کالا تل""]",aliases,
til-black,Til Black,custom,pairing_ideas,list.single_line_text_field,"[""Honey"",""Daliya Oats"",""Dried Fruits"",""Quinoa""]",pairingIdeas,
til-black,Til Black,custom,source_id,single_line_text_field,til-black,id,
til-black,Til Black,custom,source_sku,single_line_text_field,TIL-BLK-250,sku,
chilka-ispaghol,Chilka Ispaghol,custom,urdu_name,single_line_text_field,چھلکا اسپغول,urduName/urduTitle,
chilka-ispaghol,Chilka Ispaghol,custom,urdu_title,single_line_text_field,چھلکا اسپغول,urduTitle,
chilka-ispaghol,Chilka Ispaghol,custom,short_description,multi_line_text_field,"Chilka Ispaghol is a Morganics herbs item for tea, kitchen, aroma, traditional pantry and careful daily routines, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
chilka-ispaghol,Chilka Ispaghol,custom,use_cases,list.single_line_text_field,"[""Tea"",""Kitchen use"",""Aroma"",""Traditional pantry"",""Careful daily routine""]",useCases,
chilka-ispaghol,Chilka Ispaghol,custom,benefits,list.single_line_text_field,"[""Aroma-led pantry use"",""Traditional familiarity"",""Practical kitchen routine""]",benefits,
chilka-ispaghol,Chilka Ispaghol,custom,usage,multi_line_text_field,"Use in tea, cooking, infusions or traditional preparations in small sensible amounts.",usage,
chilka-ispaghol,Chilka Ispaghol,custom,precautions,multi_line_text_field,"Herbs may not suit every body; ask a qualified professional if pregnant, nursing, medicated or managing a condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
chilka-ispaghol,Chilka Ispaghol,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
chilka-ispaghol,Chilka Ispaghol,custom,faqs,json,"[{""q"":""What is Chilka Ispaghol?"",""a"":""Chilka Ispaghol is a Morganics herbs product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Chilka Ispaghol?"",""a"":""Use in tea, cooking, infusions or traditional preparations in small sensible amounts.""},{""q"":""How should I store Chilka Ispaghol?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Chilka Ispaghol a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
chilka-ispaghol,Chilka Ispaghol,custom,keywords,multi_line_text_field,"Chilka Ispaghol, چھلکا اسپغول, Morganics Chilka Ispaghol, Chilka Ispaghol Pakistan, buy Chilka Ispaghol online, Chilka Ispaghol price in Pakistan, Herbs, Ispaghol, Isabgol, Ispaghol husk, Psyllium husk, Honey, Ajwain, Elaichi Sabz, Gur",keywords,
chilka-ispaghol,Chilka Ispaghol,custom,aliases,list.single_line_text_field,"[""Ispaghol"",""Isabgol"",""Ispaghol husk"",""Psyllium husk"",""Chilka Ispaghol"",""چھلکا اسپغول""]",aliases,
chilka-ispaghol,Chilka Ispaghol,custom,pairing_ideas,list.single_line_text_field,"[""Honey"",""Ajwain"",""Elaichi Sabz"",""Gur""]",pairingIdeas,
chilka-ispaghol,Chilka Ispaghol,custom,source_id,single_line_text_field,chilka-ispaghol,id,
chilka-ispaghol,Chilka Ispaghol,custom,source_sku,single_line_text_field,ISAB-100,sku,
sabz-elaichi,Sabz Elaichi,custom,urdu_name,single_line_text_field,سبز الائچی,urduName/urduTitle,
sabz-elaichi,Sabz Elaichi,custom,urdu_title,single_line_text_field,سبز الائچی,urduTitle,
sabz-elaichi,Sabz Elaichi,custom,short_description,multi_line_text_field,"Sabz Elaichi is a Morganics botanicals item for traditional pantry routines, guided wellness use and specialist ingredient needs, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
sabz-elaichi,Sabz Elaichi,custom,use_cases,list.single_line_text_field,"[""Traditional pantry routine"",""Guided wellness use"",""Specialist ingredient needs""]",useCases,
sabz-elaichi,Sabz Elaichi,custom,benefits,list.single_line_text_field,"[""Heritage use"",""Careful selection"",""Clear precaution guidance""]",benefits,
sabz-elaichi,Sabz Elaichi,custom,usage,multi_line_text_field,"Use in tea, milk, desserts, cooking or aroma-led recipes in small amounts according to taste.",usage,
sabz-elaichi,Sabz Elaichi,custom,precautions,multi_line_text_field,"Use botanicals with professional guidance if pregnant, nursing, medicated, allergic or managing a health condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
sabz-elaichi,Sabz Elaichi,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
sabz-elaichi,Sabz Elaichi,custom,faqs,json,"[{""q"":""What is Sabz Elaichi?"",""a"":""Sabz Elaichi is a Morganics botanicals product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Sabz Elaichi?"",""a"":""Use in tea, milk, desserts, cooking or aroma-led recipes in small amounts according to taste.""},{""q"":""How should I store Sabz Elaichi?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Sabz Elaichi a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
sabz-elaichi,Sabz Elaichi,custom,keywords,multi_line_text_field,"Sabz Elaichi, سبز الائچی, Morganics Sabz Elaichi, Sabz Elaichi Pakistan, buy Sabz Elaichi online, Sabz Elaichi price in Pakistan, Botanicals, Honey, Elaichi Sabz, Daliya Oats, consult-guided products",keywords,
sabz-elaichi,Sabz Elaichi,custom,aliases,list.single_line_text_field,"[""Sabz Elaichi"",""سبز الائچی""]",aliases,
sabz-elaichi,Sabz Elaichi,custom,pairing_ideas,list.single_line_text_field,"[""Honey"",""Elaichi Sabz"",""Daliya Oats"",""consult-guided products""]",pairingIdeas,
sabz-elaichi,Sabz Elaichi,custom,source_id,single_line_text_field,elaichi-sabz,id,
sabz-elaichi,Sabz Elaichi,custom,source_sku,single_line_text_field,ELA-50,sku,
pista-namkeen-roasted,Pista Namkeen Roasted,custom,urdu_name,single_line_text_field,نمکین بھنا پستہ,urduName/urduTitle,
pista-namkeen-roasted,Pista Namkeen Roasted,custom,urdu_title,single_line_text_field,نمکین بھنا پستہ,urduTitle,
pista-namkeen-roasted,Pista Namkeen Roasted,custom,short_description,multi_line_text_field,"Pista Namkeen Roasted is a Morganics nuts item for clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
pista-namkeen-roasted,Pista Namkeen Roasted,custom,use_cases,list.single_line_text_field,"[""Clean snacking"",""Tea-time serving"",""Breakfast bowls"",""Desserts"",""Premium gifting""]",useCases,
pista-namkeen-roasted,Pista Namkeen Roasted,custom,benefits,list.single_line_text_field,"[""Naturally satisfying texture"",""Family serving value"",""Premium pantry appeal""]",benefits,
pista-namkeen-roasted,Pista Namkeen Roasted,custom,usage,multi_line_text_field,"Serve directly for tea-time, office snacking, travel, guest trays or gift boxes. Keep sealed after opening to protect crunch.",usage,
pista-namkeen-roasted,Pista Namkeen Roasted,custom,precautions,multi_line_text_field,"Contains tree nuts and may not suit customers with nut allergies. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
pista-namkeen-roasted,Pista Namkeen Roasted,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
pista-namkeen-roasted,Pista Namkeen Roasted,custom,faqs,json,"[{""q"":""What is Pista Namkeen Roasted?"",""a"":""Pista Namkeen Roasted is a Morganics nuts product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Pista Namkeen Roasted?"",""a"":""Serve directly for tea-time, office snacking, travel, guest trays or gift boxes. Keep sealed after opening to protect crunch.""},{""q"":""How should I store Pista Namkeen Roasted?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Pista Namkeen Roasted a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
pista-namkeen-roasted,Pista Namkeen Roasted,custom,keywords,multi_line_text_field,"Pista Namkeen Roasted, نمکین بھنا پستہ, Morganics Pista Namkeen Roasted, Pista Namkeen Roasted Pakistan, buy Pista Namkeen Roasted online, Pista Namkeen Roasted price in Pakistan, Nuts, Ajwa Dates, Honey, Daliya Oats, Mixed Dried Fruits",keywords,
pista-namkeen-roasted,Pista Namkeen Roasted,custom,aliases,list.single_line_text_field,"[""Pista Namkeen Roasted"",""نمکین بھنا پستہ""]",aliases,
pista-namkeen-roasted,Pista Namkeen Roasted,custom,pairing_ideas,list.single_line_text_field,"[""Ajwa Dates"",""Honey"",""Daliya Oats"",""Mixed Dried Fruits""]",pairingIdeas,
pista-namkeen-roasted,Pista Namkeen Roasted,custom,source_id,single_line_text_field,pista-namkeen,id,
pista-namkeen-roasted,Pista Namkeen Roasted,custom,source_sku,single_line_text_field,PIS-SLT-250,sku,
four-seeds,Four Seeds,custom,urdu_name,single_line_text_field,فور سیڈز,urduName/urduTitle,
four-seeds,Four Seeds,custom,urdu_title,single_line_text_field,فور سیڈز,urduTitle,
four-seeds,Four Seeds,custom,short_description,multi_line_text_field,"Four Seeds is a Morganics nuts item for clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
four-seeds,Four Seeds,custom,use_cases,list.single_line_text_field,"[""Clean snacking"",""Tea-time serving"",""Breakfast bowls"",""Desserts"",""Premium gifting""]",useCases,
four-seeds,Four Seeds,custom,benefits,list.single_line_text_field,"[""Naturally satisfying texture"",""Family serving value"",""Premium pantry appeal""]",benefits,
four-seeds,Four Seeds,custom,usage,multi_line_text_field,"Snack directly, add to desserts, breakfast bowls, trail mixes, kheer, halwa or gift boxes.",usage,
four-seeds,Four Seeds,custom,precautions,multi_line_text_field,"Contains tree nuts and may not suit customers with nut allergies. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
four-seeds,Four Seeds,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
four-seeds,Four Seeds,custom,faqs,json,"[{""q"":""What is Four Seeds?"",""a"":""Four Seeds is a Morganics nuts product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Four Seeds?"",""a"":""Snack directly, add to desserts, breakfast bowls, trail mixes, kheer, halwa or gift boxes.""},{""q"":""How should I store Four Seeds?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Four Seeds a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
four-seeds,Four Seeds,custom,keywords,multi_line_text_field,"Four Seeds, فور سیڈز, Morganics Four Seeds, Four Seeds Pakistan, buy Four Seeds online, Four Seeds price in Pakistan, Nuts, Char Maghaz, چار مغز, Ajwa Dates, Honey, Daliya Oats, Mixed Dried Fruits",keywords,
four-seeds,Four Seeds,custom,aliases,list.single_line_text_field,"[""Four Seeds"",""Char Maghaz"",""چار مغز"",""فور سیڈز""]",aliases,
four-seeds,Four Seeds,custom,pairing_ideas,list.single_line_text_field,"[""Ajwa Dates"",""Honey"",""Daliya Oats"",""Mixed Dried Fruits""]",pairingIdeas,
four-seeds,Four Seeds,custom,source_id,single_line_text_field,char-maghaz,id,
four-seeds,Four Seeds,custom,source_sku,single_line_text_field,CHAR-MAG-250,sku,
sogi-small-kishmish-mewa,Sogi Small Kishmish Mewa,custom,urdu_name,single_line_text_field,سوگی اسمال کشمش میوہ,urduName/urduTitle,
sogi-small-kishmish-mewa,Sogi Small Kishmish Mewa,custom,urdu_title,single_line_text_field,سوگی اسمال کشمش میوہ,urduTitle,
sogi-small-kishmish-mewa,Sogi Small Kishmish Mewa,custom,short_description,multi_line_text_field,"Sogi Small Kishmish Mewa is a Morganics premium snacks item for breakfast, office snacking, lunch bowls and family pantry use, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
sogi-small-kishmish-mewa,Sogi Small Kishmish Mewa,custom,use_cases,list.single_line_text_field,"[""Breakfast"",""Office snacking"",""Lunch bowls"",""Family pantry use""]",useCases,
sogi-small-kishmish-mewa,Sogi Small Kishmish Mewa,custom,benefits,list.single_line_text_field,"[""Easy serving"",""Everyday convenience"",""Pantry restocking""]",benefits,
sogi-small-kishmish-mewa,Sogi Small Kishmish Mewa,custom,usage,multi_line_text_field,"Use as a ready pantry item for breakfast bowls, snack portions or family serving.",usage,
sogi-small-kishmish-mewa,Sogi Small Kishmish Mewa,custom,precautions,multi_line_text_field,"Check ingredients and portion sizes according to your dietary needs. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
sogi-small-kishmish-mewa,Sogi Small Kishmish Mewa,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
sogi-small-kishmish-mewa,Sogi Small Kishmish Mewa,custom,faqs,json,"[{""q"":""What is Sogi Small Kishmish Mewa?"",""a"":""Sogi Small Kishmish Mewa is a Morganics premium snacks product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Sogi Small Kishmish Mewa?"",""a"":""Use as a ready pantry item for breakfast bowls, snack portions or family serving.""},{""q"":""How should I store Sogi Small Kishmish Mewa?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Sogi Small Kishmish Mewa a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
sogi-small-kishmish-mewa,Sogi Small Kishmish Mewa,custom,keywords,multi_line_text_field,"Sogi Small Kishmish Mewa, سوگی اسمال کشمش میوہ, Morganics Sogi Small Kishmish Mewa, Sogi Small Kishmish Mewa Pakistan, buy Sogi Small Kishmish Mewa online, Sogi Small Kishmish Mewa price in Pakistan, Premium Snacks, Honey, Dry fruits, Nuts, Breakfast bowls",keywords,
sogi-small-kishmish-mewa,Sogi Small Kishmish Mewa,custom,aliases,list.single_line_text_field,"[""Sogi Small Kishmish Mewa"",""سوگی اسمال کشمش میوہ""]",aliases,
sogi-small-kishmish-mewa,Sogi Small Kishmish Mewa,custom,pairing_ideas,list.single_line_text_field,"[""Honey"",""Dry fruits"",""Nuts"",""Breakfast bowls""]",pairingIdeas,
sogi-small-kishmish-mewa,Sogi Small Kishmish Mewa,custom,source_id,single_line_text_field,sogi-small-mewa,id,
sogi-small-kishmish-mewa,Sogi Small Kishmish Mewa,custom,source_sku,single_line_text_field,SOGI-SM,sku,
moosli-white,Moosli White,custom,urdu_name,single_line_text_field,موصلی سفید,urduName/urduTitle,
moosli-white,Moosli White,custom,short_description,multi_line_text_field,"Moosli White is a Morganics botanicals item for traditional pantry routines, guided wellness use and specialist ingredient needs, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
moosli-white,Moosli White,custom,use_cases,list.single_line_text_field,"[""Traditional pantry routine"",""Guided wellness use"",""Specialist ingredient needs""]",useCases,
moosli-white,Moosli White,custom,benefits,list.single_line_text_field,"[""Heritage use"",""Careful selection"",""Clear precaution guidance""]",benefits,
moosli-white,Moosli White,custom,usage,multi_line_text_field,"Use only with careful guidance. Avoid casual high-dose use and consult a qualified professional where health status, medicines, pregnancy, nursing or allergies are relevant.",usage,
moosli-white,Moosli White,custom,precautions,multi_line_text_field,"Use botanicals with professional guidance if pregnant, nursing, medicated, allergic or managing a health condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
moosli-white,Moosli White,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
moosli-white,Moosli White,custom,faqs,json,"[{""q"":""What is Moosli White?"",""a"":""Moosli White is a Morganics botanicals product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Moosli White?"",""a"":""Use only with careful guidance. Avoid casual high-dose use and consult a qualified professional where health status, medicines, pregnancy, nursing or allergies are relevant.""},{""q"":""How should I store Moosli White?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Moosli White a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
moosli-white,Moosli White,custom,keywords,multi_line_text_field,"Moosli White, موصلی سفید, Morganics Moosli White, Moosli White Pakistan, buy Moosli White online, Moosli White price in Pakistan, Botanicals, Honey, Elaichi Sabz, Daliya Oats, consult-guided products",keywords,
moosli-white,Moosli White,custom,pairing_ideas,list.single_line_text_field,"[""Honey"",""Elaichi Sabz"",""Daliya Oats"",""consult-guided products""]",pairingIdeas,
moosli-white,Moosli White,custom,source_id,single_line_text_field,moosli-white,id,
moosli-white,Moosli White,custom,source_sku,single_line_text_field,MOS-50,sku,
tukhm-methi,Tukhm Methi,custom,urdu_name,single_line_text_field,تخم میتھی,urduName/urduTitle,
tukhm-methi,Tukhm Methi,custom,urdu_title,single_line_text_field,تخم میتھی,urduTitle,
tukhm-methi,Tukhm Methi,custom,short_description,multi_line_text_field,"Tukhm Methi is a Morganics seeds item for breakfast bowls, soaked drinks, salads, baking and clean snack portions, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
tukhm-methi,Tukhm Methi,custom,use_cases,list.single_line_text_field,"[""Breakfast bowls"",""Soaked drinks"",""Salads"",""Baking"",""Clean snack portions""]",useCases,
tukhm-methi,Tukhm Methi,custom,benefits,list.single_line_text_field,"[""Small-format pantry convenience"",""Topping use"",""Modern wellness routine""]",benefits,
tukhm-methi,Tukhm Methi,custom,usage,multi_line_text_field,"Sprinkle on bowls or salads, mix into yogurt or smoothies, or soak where the product is commonly used that way.",usage,
tukhm-methi,Tukhm Methi,custom,precautions,multi_line_text_field,"Use moderate portions and drink enough water when using fiber-rich seeds. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
tukhm-methi,Tukhm Methi,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
